Date,Open,High,Low,Close*,Adj Close**,Volume
9-Nov-23,219.75,220.8,207.02,208.72,208.72,"90,068,559"
8-Nov-23,223.15,224.15,217.64,222.11,222.11,"106,380,700"
7-Nov-23,219.98,223.12,215.72,222.18,222.18,"116,900,100"
6-Nov-23,223.98,226.32,215,219.27,219.27,"117,335,800"
3-Nov-23,221.15,226.37,218.4,219.96,219.96,"119,281,000"
2-Nov-23,212.97,219.2,211.45,218.51,218.51,"125,987,600"
1-Nov-23,204.04,205.99,197.85,205.66,205.66,"121,661,700"
31-Oct-23,196.12,202.8,194.07,200.84,200.84,"118,068,300"
30-Oct-23,209.28,210.88,194.67,197.36,197.36,"136,448,200"
27-Oct-23,210.6,212.41,205.77,207.3,207.3,"94,881,200"
26-Oct-23,211.32,214.8,204.88,205.76,205.76,"115,112,600"
25-Oct-23,215.88,220.1,212.2,212.42,212.42,"107,065,100"
24-Oct-23,216.5,222.05,214.11,216.52,216.52,"118,231,100"
23-Oct-23,210,216.98,202.51,212.08,212.08,"150,683,400"
20-Oct-23,217.01,218.86,210.42,211.99,211.99,"137,734,000"
19-Oct-23,225.95,230.61,216.78,220.11,220.11,"170,772,700"
18-Oct-23,252.7,254.63,242.08,242.68,242.68,"125,147,800"
17-Oct-23,250.1,257.18,247.08,254.85,254.85,"93,562,900"
16-Oct-23,250.05,255.4,248.48,253.92,253.92,"88,917,200"
13-Oct-23,258.9,259.6,250.22,251.12,251.12,"102,073,800"
12-Oct-23,262.92,265.41,256.63,258.87,258.87,"111,508,100"
11-Oct-23,266.2,268.6,260.9,262.99,262.99,"103,706,300"
10-Oct-23,257.75,268.94,257.65,263.62,263.62,"122,656,000"
9-Oct-23,255.31,261.36,252.05,259.67,259.67,"101,377,900"
6-Oct-23,253.98,261.65,250.65,260.53,260.53,"117,947,000"
5-Oct-23,260,263.6,256.25,260.05,260.05,"119,159,200"
4-Oct-23,248.14,261.86,247.6,261.16,261.16,"129,721,600"
3-Oct-23,248.61,250.02,244.45,246.53,246.53,"101,985,300"
2-Oct-23,244.81,254.28,242.62,251.6,251.6,"123,810,400"
29-Sep-23,250,254.77,246.35,250.22,250.22,"128,346,200"
28-Sep-23,240.02,247.55,238.65,246.38,246.38,"117,058,900"
27-Sep-23,244.26,245.33,234.58,240.5,240.5,"136,597,200"
26-Sep-23,242.98,249.55,241.66,244.12,244.12,"101,993,600"
25-Sep-23,243.38,247.1,238.31,246.99,246.99,"104,636,600"
22-Sep-23,257.4,257.79,244.48,244.88,244.88,"127,524,100"
21-Sep-23,257.85,260.86,254.21,255.7,255.7,"119,531,000"
20-Sep-23,267.04,273.93,262.46,262.59,262.59,"122,514,600"
19-Sep-23,264.35,267.85,261.2,266.5,266.5,"103,704,000"
18-Sep-23,271.16,271.44,263.76,265.28,265.28,"101,543,300"
15-Sep-23,277.55,278.98,271,274.39,274.39,"133,422,800"
14-Sep-23,271.32,276.71,270.42,276.04,276.04,"107,709,800"
13-Sep-23,270.07,274.98,268.1,271.3,271.3,"111,673,700"
12-Sep-23,270.76,278.39,266.6,267.48,267.48,"135,999,900"
11-Sep-23,264.27,274.85,260.61,273.58,273.58,"174,667,900"
8-Sep-23,251.22,256.52,246.67,248.5,248.5,"118,367,700"
7-Sep-23,245.07,252.81,243.27,251.49,251.49,"115,312,900"
6-Sep-23,255.14,255.39,245.06,251.92,251.92,"116,959,800"
5-Sep-23,245,258,244.86,256.49,256.49,"129,469,600"
1-Sep-23,257.26,259.08,242.01,245.01,245.01,"132,272,500"
31-Aug-23,255.98,261.18,255.05,258.08,258.08,"108,861,700"
30-Aug-23,254.2,260.51,250.59,256.9,256.9,"121,988,400"
29-Aug-23,238.58,257.48,237.77,257.18,257.18,"134,047,600"
28-Aug-23,242.58,244.38,235.35,238.82,238.82,"107,673,700"
25-Aug-23,231.31,239,230.35,238.59,238.59,"106,612,200"
24-Aug-23,238.66,238.92,228.18,230.04,230.04,"99,777,400"
23-Aug-23,229.34,238.98,229.29,236.86,236.86,"101,077,600"
22-Aug-23,240.25,240.82,229.55,233.19,233.19,"130,597,900"
21-Aug-23,221.55,232.13,220.58,231.28,231.28,"135,702,700"
18-Aug-23,214.12,217.58,212.36,215.49,215.49,"135,813,700"
17-Aug-23,226.06,226.74,218.83,219.22,219.22,"120,718,400"
16-Aug-23,228.02,233.97,225.38,225.6,225.6,"112,484,500"
15-Aug-23,238.73,240.5,232.61,232.96,232.96,"88,197,600"
14-Aug-23,235.7,240.66,233.75,239.76,239.76,"98,595,300"
11-Aug-23,241.77,243.79,238.02,242.65,242.65,"98,866,600"
10-Aug-23,245.4,251.8,243,245.34,245.34,"109,498,600"
9-Aug-23,250.87,251.1,241.9,242.19,242.19,"101,596,300"
8-Aug-23,247.45,250.92,245.01,249.7,249.7,"96,642,200"
7-Aug-23,251.45,253.65,242.76,251.45,251.45,"111,097,900"
4-Aug-23,260.97,264.77,253.11,253.86,253.86,"99,242,600"
3-Aug-23,252.04,260.49,252,259.32,259.32,"97,569,100"
2-Aug-23,255.57,259.52,250.49,254.11,254.11,"101,752,900"
1-Aug-23,266.26,266.47,260.25,261.07,261.07,"83,166,000"
31-Jul-23,267.48,269.08,263.78,267.43,267.43,"84,582,200"
28-Jul-23,259.86,267.25,258.23,266.44,266.44,"111,446,000"
27-Jul-23,268.31,269.13,255.3,255.71,255.71,"103,697,300"
26-Jul-23,263.25,268.04,261.75,264.35,264.35,"95,856,200"
25-Jul-23,272.38,272.9,265,265.28,265.28,"112,757,300"
24-Jul-23,255.85,269.85,254.12,269.06,269.06,"136,508,500"
21-Jul-23,268,268,255.8,260.02,260.02,"161,050,100"
20-Jul-23,279.56,280.93,261.2,262.9,262.9,"175,158,300"
19-Jul-23,296.04,299.29,289.52,291.26,291.26,"142,355,400"
18-Jul-23,290.15,295.26,286.01,293.34,293.34,"112,434,700"
17-Jul-23,286.63,292.23,283.57,290.38,290.38,"131,569,600"
14-Jul-23,277.01,285.3,276.31,281.38,281.38,"119,771,100"
13-Jul-23,274.59,279.45,270.6,277.9,277.9,"112,681,500"
12-Jul-23,276.33,276.52,271.46,271.99,271.99,"95,672,100"
11-Jul-23,268.65,270.9,266.37,269.79,269.79,"91,972,400"
10-Jul-23,276.47,277.52,265.1,269.61,269.61,"119,425,400"
7-Jul-23,278.43,280.78,273.77,274.43,274.43,"113,602,000"
6-Jul-23,278.09,279.97,272.88,276.54,276.54,"120,332,100"
5-Jul-23,278.82,283.85,277.6,282.48,282.48,"131,530,900"
3-Jul-23,276.49,284.25,275.11,279.82,279.82,"119,685,900"
30-Jun-23,260.6,264.45,259.89,261.77,261.77,"112,267,600"
29-Jun-23,258.03,260.74,253.61,257.5,257.5,"131,283,400"
28-Jun-23,249.7,259.88,248.89,256.24,256.24,"159,770,800"
27-Jun-23,243.24,250.39,240.85,250.21,250.21,"164,968,200"
26-Jun-23,250.07,258.37,240.7,241.05,241.05,"179,990,600"
23-Jun-23,259.29,262.45,252.8,256.6,256.6,"176,584,100"
22-Jun-23,250.77,265,248.25,264.61,264.61,"166,875,900"
21-Jun-23,275.13,276.99,257.78,259.46,259.46,"211,797,100"
20-Jun-23,261.5,274.75,261.12,274.45,274.45,"165,611,200"
16-Jun-23,258.92,263.6,257.21,260.54,260.54,"167,563,700"
15-Jun-23,248.4,258.95,247.29,255.9,255.9,"160,171,200"
14-Jun-23,260.17,261.57,250.5,256.79,256.79,"170,575,500"
13-Jun-23,253.51,259.68,251.34,258.71,258.71,"162,384,300"
12-Jun-23,247.94,250.97,244.59,249.83,249.83,"150,337,900"
9-Jun-23,249.07,252.42,242.02,244.4,244.4,"199,882,300"
8-Jun-23,224.22,235.23,223.01,234.86,234.86,"164,489,700"
7-Jun-23,228,230.83,223.2,224.57,224.57,"185,710,800"
6-Jun-23,216.14,221.91,212.53,221.31,221.31,"146,911,600"
5-Jun-23,217.8,221.29,214.52,217.61,217.61,"151,143,100"
2-Jun-23,210.15,217.25,209.75,213.97,213.97,"164,129,000"
1-Jun-23,202.59,209.8,199.37,207.52,207.52,"148,029,900"
31-May-23,199.78,203.95,195.12,203.93,203.93,"150,711,700"
30-May-23,200.1,204.48,197.53,201.16,201.16,"128,818,700"
26-May-23,184.62,198.6,184.53,193.17,193.17,"162,061,500"
25-May-23,186.54,186.78,180.58,184.47,184.47,"96,870,700"
24-May-23,182.23,184.22,178.22,182.9,182.9,"137,605,100"
23-May-23,186.2,192.96,185.26,185.77,185.77,"156,952,100"
22-May-23,180.7,189.32,180.11,188.87,188.87,"132,001,400"
19-May-23,177.17,181.95,176.31,180.14,180.14,"136,024,200"
18-May-23,174.22,177.06,172.45,176.89,176.89,"109,520,300"
17-May-23,168.41,174.5,167.19,173.86,173.86,"125,473,600"
16-May-23,165.65,169.52,164.35,166.52,166.52,"98,288,800"
15-May-23,167.66,169.76,164.55,166.35,166.35,"105,592,500"
12-May-23,176.07,177.38,167.23,167.98,167.98,"157,577,100"
11-May-23,168.7,173.57,166.79,172.08,172.08,"103,889,900"
10-May-23,172.55,174.43,166.68,168.54,168.54,"119,840,700"
9-May-23,168.95,169.82,166.56,169.15,169.15,"88,965,000"
8-May-23,173.72,173.8,169.19,171.79,171.79,"112,249,400"
5-May-23,163.97,170.79,163.51,170.06,170.06,"107,440,900"
4-May-23,162.71,162.95,159.65,161.2,161.2,"95,108,500"
3-May-23,160.01,165,159.91,160.61,160.61,"119,728,000"
2-May-23,161.88,165.49,158.93,160.31,160.31,"128,259,700"
1-May-23,163.17,163.28,158.83,161.83,161.83,"109,015,000"
28-Apr-23,160.9,165,157.32,164.31,164.31,"122,515,800"
27-Apr-23,152.64,160.48,152.37,160.19,160.19,"127,015,200"
26-Apr-23,160.29,160.67,153.14,153.75,153.75,"153,364,100"
25-Apr-23,159.82,163.47,158.75,160.67,160.67,"121,999,300"
24-Apr-23,164.65,165.65,158.61,162.55,162.55,"140,006,600"
21-Apr-23,164.8,166,161.32,165.08,165.08,"123,539,000"
20-Apr-23,166.17,169.7,160.56,162.99,162.99,"210,970,800"
19-Apr-23,179.1,183.5,177.65,180.59,180.59,"125,732,700"
18-Apr-23,187.15,187.69,183.58,184.31,184.31,"92,067,000"
17-Apr-23,186.32,189.69,182.69,187.04,187.04,"116,662,200"
14-Apr-23,183.95,186.28,182.01,185,185,"96,438,700"
13-Apr-23,182.96,186.5,180.94,185.9,185.9,"112,933,000"
12-Apr-23,190.74,191.58,180.31,180.54,180.54,"150,256,300"
11-Apr-23,186.69,189.19,185.65,186.79,186.79,"115,770,900"
10-Apr-23,179.94,185.1,176.11,184.51,184.51,"142,154,600"
6-Apr-23,183.08,186.39,179.74,185.06,185.06,"123,857,900"
5-Apr-23,190.52,190.68,183.76,185.52,185.52,"133,882,500"
4-Apr-23,197.32,198.74,190.32,192.58,192.58,"126,463,800"
3-Apr-23,199.91,202.69,192.2,194.77,194.77,"169,545,900"
31-Mar-23,197.53,207.79,197.2,207.46,207.46,"170,222,100"
30-Mar-23,195.58,197.33,194.42,195.28,195.28,"110,252,200"
29-Mar-23,193.13,195.29,189.44,193.88,193.88,"123,660,000"
28-Mar-23,192,192.35,185.43,189.19,189.19,"98,654,600"
27-Mar-23,194.42,197.39,189.94,191.81,191.81,"120,851,600"
24-Mar-23,191.65,192.36,187.15,190.41,190.41,"116,312,400"
23-Mar-23,195.26,199.31,188.65,192.22,192.22,"144,193,900"
22-Mar-23,199.3,200.66,190.95,191.15,191.15,"150,376,400"
21-Mar-23,188.28,198,188.04,197.58,197.58,"153,391,400"
20-Mar-23,178.08,186.44,176.35,183.25,183.25,"129,684,400"
17-Mar-23,184.52,186.22,177.33,180.13,180.13,"133,197,100"
16-Mar-23,180.37,185.81,178.84,184.13,184.13,"121,136,800"
15-Mar-23,180.8,182.34,176.03,180.45,180.45,"145,995,600"
14-Mar-23,177.31,183.8,177.14,183.26,183.26,"143,717,900"
13-Mar-23,167.46,177.35,163.91,174.48,174.48,"167,790,300"
10-Mar-23,175.13,178.29,168.44,173.44,173.44,"191,488,900"
9-Mar-23,180.25,185.18,172.51,172.92,172.92,"170,023,800"
8-Mar-23,185.04,186.5,180,182,182,"151,897,800"
7-Mar-23,191.38,194.2,186.1,187.71,187.71,"148,125,800"
6-Mar-23,198.54,198.6,192.3,193.81,193.81,"128,100,100"
3-Mar-23,194.8,200.48,192.88,197.79,197.79,"154,193,300"
2-Mar-23,186.74,193.75,186.01,190.9,190.9,"181,500,700"
1-Mar-23,206.21,207.2,198.52,202.77,202.77,"156,852,800"
28-Feb-23,210.59,211.23,203.75,205.71,205.71,"153,144,900"
27-Feb-23,202.03,209.42,201.26,207.63,207.63,"161,028,300"
24-Feb-23,196.33,197.67,192.8,196.88,196.88,"142,228,100"
23-Feb-23,203.91,205.14,196.33,202.07,202.07,"146,360,000"
22-Feb-23,197.93,201.99,191.78,200.86,200.86,"191,828,500"
21-Feb-23,204.99,209.71,197.22,197.37,197.37,"180,018,600"
17-Feb-23,199.99,208.44,197.5,208.31,208.31,"213,738,500"
16-Feb-23,210.78,217.65,201.84,202.04,202.04,"229,586,500"
15-Feb-23,211.76,214.66,206.11,214.24,214.24,"181,006,400"
14-Feb-23,191.94,209.82,189.44,209.25,209.25,"216,455,700"
13-Feb-23,194.42,196.3,187.61,194.64,194.64,"172,475,500"
10-Feb-23,202.23,206.2,192.89,196.89,196.89,"204,754,100"
9-Feb-23,207.78,214,204.77,207.32,207.32,"215,431,400"
8-Feb-23,196.1,203,194.31,201.29,201.29,"180,673,600"
7-Feb-23,196.43,197.5,189.55,196.81,196.81,"186,010,300"
6-Feb-23,193.01,198.17,189.92,194.76,194.76,"186,188,100"
3-Feb-23,183.95,199,183.69,189.98,189.98,"232,662,000"
2-Feb-23,187.33,196.75,182.61,188.27,188.27,"217,448,300"
1-Feb-23,173.89,183.81,169.93,181.41,181.41,"213,806,300"
31-Jan-23,164.57,174.3,162.78,173.22,173.22,"196,813,500"
30-Jan-23,178.05,179.77,166.5,166.66,166.66,"230,878,800"
27-Jan-23,162.43,180.68,161.17,177.9,177.9,"306,590,600"
26-Jan-23,159.97,161.42,154.76,160.27,160.27,"234,815,100"
25-Jan-23,141.91,146.41,138.07,144.43,144.43,"192,734,300"
24-Jan-23,143,146.5,141.1,143.89,143.89,"158,699,100"
23-Jan-23,135.87,145.38,134.27,143.75,143.75,"203,119,200"
20-Jan-23,128.68,133.51,127.35,133.42,133.42,"138,858,100"
19-Jan-23,127.26,129.99,124.31,127.17,127.17,"170,291,900"
18-Jan-23,136.56,136.68,127.01,128.78,128.78,"195,680,300"
17-Jan-23,125.7,131.7,125.02,131.49,131.49,"186,477,000"
13-Jan-23,116.55,122.63,115.6,122.4,122.4,"180,714,100"
12-Jan-23,122.56,124.13,117,123.56,123.56,"169,400,900"
11-Jan-23,122.09,125.95,120.51,123.22,123.22,"183,810,800"
10-Jan-23,121.07,122.76,114.92,118.85,118.85,"167,642,500"
9-Jan-23,118.96,123.52,117.11,119.77,119.77,"190,284,000"
6-Jan-23,103,114.39,101.81,113.06,113.06,"220,911,100"
5-Jan-23,110.51,111.75,107.16,110.34,110.34,"157,986,300"
4-Jan-23,109.11,114.59,107.52,113.64,113.64,"180,389,000"
3-Jan-23,118.47,118.8,104.64,108.1,108.1,"231,402,800"
30-Dec-22,119.95,124.48,119.75,123.18,123.18,"157,777,300"
29-Dec-22,120.39,123.57,117.5,121.82,121.82,"221,923,300"
28-Dec-22,110.35,116.27,108.24,112.71,112.71,"221,070,500"
27-Dec-22,117.5,119.67,108.76,109.1,109.1,"208,643,400"
23-Dec-22,126.37,128.62,121.02,123.15,123.15,"166,989,700"
22-Dec-22,136,136.63,122.26,125.35,125.35,"210,090,300"
21-Dec-22,139.34,141.26,135.89,137.57,137.57,"145,417,400"
20-Dec-22,146.05,148.47,137.66,137.8,137.8,"159,563,300"
19-Dec-22,154,155.25,145.82,149.87,149.87,"139,390,600"
16-Dec-22,159.64,160.99,150.04,150.23,150.23,"139,032,200"
15-Dec-22,153.44,160.93,153.28,157.67,157.67,"122,334,500"
14-Dec-22,159.25,161.62,155.31,156.8,156.8,"140,682,300"
13-Dec-22,174.87,175.05,156.91,160.95,160.95,"175,862,700"
12-Dec-22,176.1,177.37,167.52,167.82,167.82,"109,794,500"
9-Dec-22,173.84,182.5,173.36,179.05,179.05,"104,872,300"
8-Dec-22,172.2,175.2,169.06,173.44,173.44,"97,624,500"
7-Dec-22,175.03,179.38,172.22,174.04,174.04,"84,213,300"
6-Dec-22,181.22,183.65,175.33,179.82,179.82,"92,150,800"
5-Dec-22,189.44,191.27,180.55,182.45,182.45,"93,122,700"
2-Dec-22,191.78,196.25,191.11,194.86,194.86,"73,645,900"
1-Dec-22,197.08,198.92,191.8,194.7,194.7,"80,046,200"
30-Nov-22,182.43,194.76,180.63,194.7,194.7,"109,186,400"
29-Nov-22,184.99,186.38,178.75,180.83,180.83,"83,357,100"
28-Nov-22,179.96,188.5,179,182.92,182.92,"92,905,200"
25-Nov-22,185.06,185.2,180.63,182.86,182.86,"50,672,700"
23-Nov-22,173.57,183.62,172.5,183.2,183.2,"109,536,700"
22-Nov-22,168.63,170.92,166.19,169.91,169.91,"78,452,300"
21-Nov-22,175.85,176.77,167.54,167.87,167.87,"92,882,700"
18-Nov-22,185.05,185.19,176.55,180.19,180.19,"76,048,900"
17-Nov-22,183.96,186.16,180.9,183.17,183.17,"64,336,000"
16-Nov-22,191.51,192.57,185.66,186.92,186.92,"66,567,600"
15-Nov-22,195.88,200.82,192.06,194.42,194.42,"91,293,800"
14-Nov-22,192.77,195.73,186.34,190.95,190.95,"92,226,600"
11-Nov-22,186,196.52,182.59,195.97,195.97,"114,403,600"
10-Nov-22,189.9,191,180.03,190.72,190.72,"132,703,000"
9-Nov-22,190.78,195.89,177.12,177.59,177.59,"127,062,700"